date, pm25, pm10, o3, no2, so2, co, aqi
2018/8/9, 85, 56, 65, 12, 3, 6, 76
2018/8/10, 104, 56, 62, 8, 3, 4, 76
2018/8/11, 109, 49, 55, 5, 3, 4, 80
2018/8/12, 111, 63, 69, 6, 2, 6, 94
2018/8/13, 132, 51, 36, 9, 3, 4, 69
2018/8/14, 112, 41, 48, 6, 3, 3, 47
2018/8/15, 58, 55, 43, 12, 3, 2, 57
2018/8/16, 53, 66, 92, 12, 5, 4, 74
2018/8/17, 80, 48, 50, 8, 4, 3, 57
2018/8/18, 71, 58, 26, 16, 4, 3, 61
2018/8/19, 75, 50, 53, 7, 3, 5, 58
2018/8/20, 83, 47, 57, 10, 4, 2, 53
2018/8/21, 69, 73, 61, 21, 4, 4, 75
2018/8/22, 88, 53, 81, 11, 3, 3, 66
2018/8/23, 74, 50, 58, 11, 3, 2, 60
2018/8/24, 60, 68, 97, 12, 5, 2, 71
2018/8/25, 90, 74, 92, 8, 5, 4, 90
2018/8/26, 112, 88, 95, 13, 6, 5, 106
2018/8/27, 131, 81, 95, 11, 6, 6, 89
2018/8/28, 120, 56, 69, 13, 4, 3, 71
2018/8/29, 89, 45, 43, 11, 4, 4, 51
2018/8/30, 72, 49, 81, 12, 4, 3, 60
2018/8/31, 65, 70, 75, 17, 6, 6, 74
2018/9/1, 100, 73, 61, 9, 4, 7, 104
2018/9/2, 132, 73, 41, 12, 4, 6, 86
2018/9/3, 118, 33, 44, 9, 4, 2, 41
2018/9/4, 45, 45, 53, 12, 4, 3, 51
2018/9/5, 52, 49, 38, 10, 5, 2, 53
2018/9/6, 67, 26, 40, 6, 3, , 31
2018/9/7, 53, 32, 44, 11, 3, , 
2018/9/8, 47, 69, 76, 16, 8, , 69
2018/9/9, 74, 90, 61, 28, 9, , 
2018/9/10, 118, 85, 82, 17, 7, , 
2018/9/11, 129, 81, 92, 16, 5, , 
2018/9/12, 135, 123, 87, 28, 6, , 
2018/9/13, 167, 142, 81, 26, 7, , 
2018/9/14, 181, 73, 27, 17, 5, , 
2018/9/15, 108, 49, 46, 18, 4, , 31
2018/9/16, 59, 52, 38, 28, 5, , 64
2018/9/17, 55, , , , , , 
2018/9/19, 114, 100, 33, 22, 6, , 64
2018/9/20, 144, 69, 39, 15, 5, 3, 77
2018/9/21, 101, 52, 37, 16, 5, 2, 54
2018/9/22, 57, 39, 33, 10, 4, 1, 43
2018/9/23, 44, 40, 37, 13, 4, 2, 47
2018/9/24, 56, 64, 38, 14, 7, 3, 70
2018/9/25, 96, 84, 44, 18, 7, 1, 113
2018/9/26, 132, , , , , , 
2018/9/28, 139, 26, 36, 9, 3, , 30
2018/9/29, 52, 32, 31, 10, 5, 1, 35
2018/9/30, 51, 35, 42, 11, 4, 1, 41
2018/4/1, 177, 150, 73, 54, 17, 18, 190
2018/4/2, 193, 99, 28, 17, 6, 6, 104
2018/4/3, 96, 36, 24, 10, 3, 4, 40
2018/4/4, 68, 58, 17, 12, 2, 6, 70
2018/4/5, 116, 42, 35, 2, 1, 2, 45
2018/4/6, 51, 36, 37, 9, 4, 3, 41
2018/4/7, 53, 64, 35, 24, 7, 7, 70
2018/4/8, 98, 87, 42, 28, 13, 10, 97
2018/4/9, 142, 95, 35, 18, 7, 9, 105
2018/4/10, 112, 51, 40, 19, 7, 4, 54
2018/4/11, 68, 75, 38, 21, 9, 5, 81
2018/4/12, 93, 61, 23, 16, 3, 6, 68
2018/4/13, 92, 64, 41, 3, 1, 2, 65
2018/4/14, 61, 65, 42, 13, 3, 4, 68
2018/4/15, 67, 98, 56, 28, 13, 6, 101
2018/4/16, 142, 101, 54, 16, 8, 7, 106
2018/4/17, 139, 100, 62, 22, 7, 9, 123
2018/4/18, 154, 115, 52, 31, 5, 10, 141
2018/4/19, 172, 97, 96, 21, 6, 9, 130
2018/4/20, 164, 68, 27, 19, 2, 9, 95
2018/4/21, 120, 51, 29, 6, , 3, 56
2018/4/22, 61, 39, 37, 15, 1, 11, 45
2018/4/23, 73, 54, 43, 16, 1, 11, 62
2018/4/24, 71, 97, 56, 20, 4, 6, 99
2018/4/25, 90, 120, 57, 24, 9, 7, 155
2018/4/26, 170, 126, 25, 23, 4, , 
2018/4/27, 128, 180, 84, 22, 10, , 
2018/4/28, 165, 137, 63, 21, 12, 4, 166
2018/4/29, 149, 71, 48, 9, 3, 5, 74
2018/4/30, 80, 159, 32, 13, 2, 4, 155
2018/5/1, 99, 76, 43, 7, 1, 3, 63
2018/5/2, 55, 45, 37, 14, 2, 3, 38
2018/5/3, 46, 76, 70, 22, 12, 2, 55
2018/5/4, 111, 207, 33, 20, 4, 2, 204
2018/5/5, 125, 107, 53, 15, 4, 2, 110
2018/5/6, 84, 89, 61, 18, 7, , 
2018/5/7, 106, 54, 55, 13, 3, , 69
2018/5/8, 71, 63, 67, 18, 10, 1, 62
2018/5/9, 84, 104, 70, 18, 10, , 
2018/5/10, 157, 86, 50, 17, 6, , 
2018/5/11, 140, 101, 58, 23, 8, , 
2018/5/12, 152, 74, 67, 18, 4, , 
2018/5/13, 95, 114, 73, 20, 5, , 
2018/5/14, 165, 87, 33, 11, 5, , 
2018/5/15, 147, 98, 46, 9, 2, , 
2018/5/16, 159, 74, 30, 11, 3, 4, 67
2018/5/17, 108, 60, 58, 15, 3, 7, 68
2018/5/18, 81, 61, 57, 11, 4, 6, 62
2018/5/19, 90, 46, 42, 6, 1, 4, 48
2018/5/20, 81, 59, 28, 12, 1, 6, 66
2018/5/21, 105, 70, 38, 9, 2, 3, 75
2018/5/22, 78, 126, 49, 15, 5, 4, 130
2018/5/23, 72, 89, 80, 13, 11, 6, 91
2018/5/24, 113, 92, 64, 12, 8, 6, 94
2018/5/25, 115, 124, 47, 14, 10, 9, 135
2018/5/26, 158, 101, 45, 14, 10, 3, 103
2018/5/27, 73, 110, 39, 12, 3, 3, 113
2018/5/28, 68, 47, 46, 12, 3, 3, 52
2018/5/29, 50, 49, 64, 13, 4, 4, 60
2018/5/30, 56, 79, 90, 24, 5, 5, 88
2018/5/31, 80, 74, 87, 21, 5, 4, 84
2018/6/1, 70, 100, 107, 21, 10, 7, 107
2018/6/2, 111, 97, 57, 11, 6, 5, 98
2018/6/3, 111, 83, 62, 10, 3, 4, 86
2018/6/4, 72, 96, 81, 12, 8, 4, 98
2018/6/5, 76, 107, 95, 15, 8, 5, 111
2018/6/6, 90, 65, 59, 6, 3, 4, 66
2018/6/7, 70, 62, 50, 13, 2, 4, 65
2018/6/8, 54, 39, 37, 8, 3, 3, 46
2018/6/9, 60, 60, 56, 8, 2, 5, 63
2018/6/10, 83, 76, 56, 11, 3, 5, 78
2018/6/11, 108, 101, 80, 14, 4, 7, 125
2018/6/12, 174, 66, 39, 9, 3, 8, 76
2018/6/13, 106, 60, 64, 12, 3, 6, 63
2018/6/14, 72, 100, 78, 12, 5, 11, 107
2018/6/15, 139, 110, 59, 16, 4, 8, 112
2018/6/16, 144, 88, 48, 14, 2, 7, 91
2018/6/17, 117, 113, 84, 15, 4, 7, 116
2018/6/18, 152, 77, 76, 10, 4, 7, 79
2018/6/19, 101, 68, 56, 11, 3, 6, 73
2018/6/20, 87, 100, 114, 17, 7, 11, 111
2018/6/21, 115, 101, 78, 19, 5, 7, 104
2018/6/22, 121, 99, 135, 17, 6, 7, 117
2018/6/23, 119, 92, 111, 10, 5, 5, 100
2018/6/24, 112, 111, 76, 14, 5, 6, 115
2018/6/25, 125, 146, 103, 10, 4, 10, 165
2018/6/26, 184, 92, 81, 10, 3, 5, 103
2018/6/27, 116, 32, 62, 9, 2, 3, 44
2018/6/28, 40, 65, 90, 14, 4, 3, 76
2018/6/29, 55, 73, 107, 16, 4, 4, 86
2018/6/30, 72, 79, 95, 8, 4, 6, 83
2018/1/1, 111, 66, 4, 29, 13, , 97
2018/1/2, 131, 38, 17, 16, 8, , 47
2018/1/3, 78, 39, 9, 23, 9, , 60
2018/1/4, 90, 95, 1, 34, 19, , 149
2018/1/5, 167, , , , , , 107
2018/1/17, 170, 139, 3, 50, 21, , 188
2018/1/18, 201, 148, 7, 55, 24, , 206
2018/1/19, 220, 102, 5, 39, 17, , 136
2018/1/20, 162, 53, 11, 18, 13, , 67
2018/1/21, 102, 68, 10, 19, 9, , 103
2018/1/22, 130, 39, 22, 9, 6, , 39
2018/1/23, 75, 60, 18, 26, 11, , 97
2018/1/24, 132, 50, 19, 25, 11, , 63
2018/1/25, 100, 57, 14, 27, 10, , 89
2018/1/26, 119, 90, 8, 33, 16, , 123
2018/1/27, 169, 53, 23, 15, 8, , 62
2018/1/28, 96, 58, 22, 19, 10, , 73
2018/1/29, 106, 65, 20, 28, 13, 1, 87
2018/1/30, 129, 48, 22, 18, 9, , 58
2018/1/31, 88, 71, 19, 28, 13, , 101
2018/2/1, 128, 32, 27, 6, 5, , 35
2018/2/2, 52, 37, 22, 18, 9, , 45
2018/2/3, 79, 45, 21, 21, 9, , 51
2018/2/4, 88, 34, 21, 14, 6, 2, 46
2018/2/5, 72, 76, 15, 31, 18, 12, 114
2018/2/6, 144, 61, 30, 19, 11, 7, 73
2018/2/7, 93, 74, 21, 26, 17, 11, 94
2018/2/8, 130, 78, 23, 22, 12, 11, 104
2018/2/9, 126, 41, 25, 11, 8, 4, 43
2018/2/10, 69, 48, 29, 13, 7, 4, 54
2018/2/11, 76, 55, 28, 17, 10, 9, 77
2018/2/12, 105, 87, 26, 24, 17, 13, 132
2018/2/13, 165, 58, 29, 14, 9, 6, 73
2018/2/14, 94, 142, 31, 18, 20, 9, 171
2018/2/15, 190, 191, 32, 19, 37, 12, 164
2018/2/16, 212, 87, 21, 14, 15, 14, 126
2018/2/17, 165, 115, 38, 20, 14, 18, 158
2018/2/18, 191, 115, 23, 18, 12, 17, 161
2018/2/19, 189, 99, 32, 17, 7, 12, 143
2018/2/20, 165, 91, 34, 19, 9, 13, 128
2018/2/21, 146, 59, 31, 19, 6, 9, 82
2018/2/22, 105, 50, 26, 18, 5, 7, 54
2018/2/23, 88, 48, 27, 8, 5, 5, 51
2018/2/24, 78, 73, 27, 19, 11, 10, 102
2018/2/25, 134, 113, 50, 34, 24, 32, 171
2018/2/26, 183, 133, 24, 30, 9, 16, 180
2018/2/27, 195, 95, 29, 18, 9, 10, 120
2018/2/28, 156, 45, 32, 8, 4, 3, 50
2018/3/1, 70, 115, 32, 23, 17, 10, 157
2018/3/2, 181, 146, 20, 37, 16, 18, 195
2018/3/3, 205, 109, 19, 21, 7, 10, 123
2018/3/4, 137, 68, 26, 18, 12, 9, 78
2018/3/5, 106, 57, 22, 19, 6, 7, 71
2018/3/6, 105, 60, 25, 17, 6, 7, 73
2018/3/7, 104, 70, 29, 25, 7, 9, 105
2018/3/8, 137, 95, 33, 31, 12, 13, 127
2018/3/9, 167, 107, 37, 40, 11, 14, 136
2018/3/10, 174, 65, 24, 24, 10, 12, 88
2018/3/11, 124, 119, 35, 39, 11, 18, 162
2018/3/12, 187, 188, 75, 46, 12, 20, 243
2018/3/13, 240, 170, 32, 40, 15, 19, 207
2018/3/14, 216, 104, 33, 8, 4, 5, 107
2018/3/15, 83, 51, 34, 13, 6, 5, 54
2018/3/16, 77, 65, 12, 20, 4, 7, 90
2018/3/17, 127, 120, 22, 21, 5, 9, 148
2018/3/18, 164, 87, 34, 20, 5, 10, 117
2018/3/19, 148, 46, 26, 15, 4, 5, 56
2018/3/20, 88, 64, 30, 21, 8, 6, 79
2018/3/21, 121, 82, 37, 25, 8, 7, 114
2018/3/22, 156, 105, 26, 31, 9, 10, 141
2018/3/23, 164, 103, 40, 30, 8, 12, 134
2018/3/24, 156, 76, 47, 25, 9, 7, 96
2018/3/25, 137, 105, 50, 24, 18, 10, 142
2018/3/26, 166, 135, 49, 38, 15, 12, 170
2018/3/27, 188, 341, 49, 28, 7, 13, 244
2018/3/28, 158, 78, 34, 21, 7, 6, 77
2018/3/29, 77, 59, 37, 24, 5, 5, 62
2018/3/30, 89, 109, 49, 48, 11, 10, 137
2018/3/31, 166, 129, 72, 60, 14, 12, 161
2017/10/21, 74, 31, 14, 21, 5, , 85
2017/10/22, 69, 65, 14, 28, 5, , 36
2017/10/23, 104, 66, 22, 30, 6, , 82
2017/10/24, 150, 82, 7, 34, 5, , 99
2017/10/25, 168, 87, 12, 33, 6, , 125
2017/10/26, 174, 91, 21, 27, 6, , 145
2017/10/27, 173, 79, 19, 19, 5, , 142
2017/10/28, 74, 37, 22, 15, 4, , 89
2017/10/29, 31, 50, 11, 31, 7, , 42
2017/10/30, 84, 65, 9, 37, 10, , 59
2017/10/31, 145, 71, 12, 40, 8, , 108
2017/11/1, 142, 67, 18, 35, 8, , 101
2017/11/2, 135, 42, 22, 21, 5, , 99
2017/11/3, 85, 51, 18, 29, 8, , 57
2017/11/4, 106, 85, 15, 37, 9, , 72
2017/11/5, 172, 102, 16, 43, 8, , 129
2017/11/6, 193, 94, 17, 36, 7, , 174
2017/11/7, 174, 47, 3, 29, 7, , 155
2017/11/8, 96, 80, 4, 32, 8, , 71
2017/11/9, 141, 53, 19, 8, 4, , 114
2017/11/10, 55, 38, 14, 18, 7, , 63
2017/11/11, 71, 76, 3, 34, 9, , 58
2017/11/12, 159, 73, 18, 21, 6, , 118
2017/11/13, 119, 40, 13, 17, 7, , 99
2017/11/14, 77, 46, 17, 22, 6, , 51
2017/11/15, 96, 70, 13, 32, 12, , 74
2017/11/16, 148, 84, 21, 17, 6, , 109
2017/11/17, 90, 60, 20, 15, 9, , 99
2017/11/18, 116, 94, 7, 31, 16, , 89
2017/11/19, 180, 112, 10, 44, 14, , 161
2017/11/20, 219, 133, 2, 48, 21, , 212
2017/11/21, 258, 30, 15, 7, 6, , 257
2017/11/22, 32, 58, 17, 4, 4, , 30
2017/11/23, 49, 51, 13, 19, 10, , 
2017/11/24, 86, 80, 9, 31, 16, , 67
2017/11/25, 169, 53, 17, 17, 7, , 137
2017/11/26, 85, 82, 3, 33, 17, , 74
2017/11/27, 173, 74, 18, 21, 7, , 128
2017/11/28, 102, 45, 15, 17, 6, , 105
2017/11/29, 64, 58, 7, 29, 9, , 61
2017/11/30, 121, 101, 11, 35, 19, , 93
2017/12/1, 207, 145, 6, 48, 25, , 205
2017/12/2, 311, 54, 15, 24, 8, , 300
2017/12/3, 140, 36, 20, 12, 6, , 165
2017/12/4, 70, 66, 15, 25, 16, , 48
2017/12/5, 127, 88, 8, 32, 30, , 90
2017/12/6, 156, 49, 15, 20, 9, , 123
2017/12/7, 89, 42, 14, 18, 15, , 65
2017/12/8, 95, 87, 6, 38, 19, , 71
2017/12/9, 148, 27, 22, 13, 5, , 118
2017/12/10, 58, 30, 16, 16, 5, , 40
2017/12/11, 60, 31, 15, 19, 5, , 37
2017/12/12, 68, 55, 5, 29, 10, , 40
2017/12/13, 117, 86, 4, 35, 17, , 90
2017/12/14, 164, 88, 16, 26, 8, , 117
2017/12/15, 149, 34, 24, 15, 5, , 123
2017/12/16, 72, 63, 13, 31, 16, , 39
2017/12/17, 132, 56, 18, 22, 11, , 100
2017/12/18, 106, 67, 13, 24, 14, , 80
2017/12/19, 109, 59, 17, 27, 12, , 77
2017/12/20, 121, 90, 7, 41, 23, , 89
2017/12/21, 165, 83, 10, 38, 17, , 129
2017/12/22, 159, 73, 1, 38, 14, , 121
2017/12/23, 135, 51, 26, 12, 8, , 90
2017/12/24, 80, 52, 18, 24, 11, , 64
2017/12/25, 96, 56, 17, 27, 9, , 68
2017/12/26, 109, 78, 6, 30, 12, , 75
2017/12/27, 157, 111, 2, 37, 11, , 116
2017/12/28, 179, 138, , 36, 8, , 146
2017/12/29, 198, 221, 1, 45, 13, , 188
2017/12/30, 273, 143, 7, 39, 13, , 278
2017/12/31, 198, 62, 6, 28, 12, , 186
2020/1/1, , 91, 6, 33, 9, 9, 
2018/12/31, , 102, 8, 36, 10, 11, 
2018/9/18, , 91, 30, 17, 5, , 
2018/9/27, , 83, 43, 9, 5, , 
2018/1/16, , 109, 3, 39, 17, , 138
2017/10/20, , 43, 7, 23, 5, , 96
2018/1/6, , , , , , , 168
2018/1/7, , , , , , , 50
2018/1/8, , , , , , , 72
2018/1/9, , , , , , , 28
2018/1/10, , , , , , , 67
2018/1/11, , , , , , , 164
2018/1/12, , , , , , , 197
2018/1/13, , , , , , , 220
2018/1/14, , , , , , , 96
2018/1/15, , , , , , , 106
2017/10/1, , , , , , , 119
2017/10/2, , , , , , , 41
2017/10/3, , , , , , , 53
2017/10/4, , , , , , , 67
2017/10/5, , , , , , , 86
2017/10/6, , , , , , , 87
2017/10/7, , , , , , , 121
2017/10/8, , , , , , , 96
2017/10/9, , , , , , , 32
2017/10/10, , , , , , , 17
2017/10/11, , , , , , , 29
2017/10/12, , , , , , , 46
2017/10/13, , , , , , , 75
2017/10/14, , , , , , , 36
2017/10/15, , , , , , , 68
2017/10/16, , , , , , , 89
2017/10/17, , , , , , , 88
2017/10/18, , , , , , , 80
2017/10/19, , , , , , , 77
2017/7/1, , , , , , , 106
2017/7/2, , , , , , , 112
2017/7/3, , , , , , , 88
2017/7/4, , , , , , , 53
2017/7/5, , , , , , , 126
2017/7/6, , , , , , , 102
2017/7/7, , , , , , , 75
2017/7/8, , , , , , , 71
2017/7/9, , , , , , , 134
2017/7/10, , , , , , , 50
2017/7/11, , , , , , , 82
2017/7/12, , , , , , , 108
2017/7/13, , , , , , , 81
2017/7/14, , , , , , , 94
2017/7/15, , , , , , , 83
2017/7/16, , , , , , , 90
2017/7/17, , , , , , , 92
2017/7/18, , , , , , , 104
2017/7/19, , , , , , , 107
2017/7/20, , , , , , , 132
2017/7/21, , , , , , , 58
2017/7/22, , , , , , , 54
2017/7/23, , , , , , , 107
2017/7/24, , , , , , , 103
2017/7/25, , , , , , , 52
2017/7/26, , , , , , , 61
2017/7/27, , , , , , , 85
2017/7/28, , , , , , , 57
2017/7/29, , , , , , , 51
2017/7/30, , , , , , , 55
2017/7/31, , , , , , , 101
2017/8/1, , , , , , , 106
2017/8/2, , , , , , , 74
2017/8/5, , , , , , , 73
2017/8/6, , , , , , , 42
2017/8/7, , , , , , , 36
2017/8/8, , , , , , , 59
2017/8/9, , , , , , , 42
2017/8/10, , , , , , , 87
2017/8/11, , , , , , , 117
2017/8/12, , , , , , , 52
2017/8/13, , , , , , , 63
2017/8/14, , , , , , , 43
2017/8/15, , , , , , , 80
2017/8/16, , , , , , , 76
2017/8/17, , , , , , , 47
2017/8/18, , , , , , , 70
2017/8/19, , , , , , , 52
2017/8/20, , , , , , , 83
2017/8/21, , , , , , , 106
2017/8/22, , , , , , , 100
2017/8/23, , , , , , , 79
2017/8/24, , , , , , , 29
2017/8/25, , , , , , , 28
2017/8/27, , , , , , , 35
2017/8/28, , , , , , , 31
2017/8/29, , , , , , , 32
2017/8/30, , , , , , , 52
2017/8/31, , , , , , , 96
2017/9/1, , , , , , , 127
2017/9/2, , , , , , , 101
2017/9/3, , , , , , , 85
2017/9/4, , , , , , , 99
2017/9/5, , , , , , , 89
2017/9/6, , , , , , , 123
2017/9/11, , , , , , , 34
2017/9/12, , , , , , , 51
2017/9/13, , , , , , , 143
2017/9/14, , , , , , , 70
2017/9/15, , , , , , , 82
2017/9/16, , , , , , , 101
2017/9/17, , , , , , , 37
2017/9/18, , , , , , , 43
2017/9/19, , , , , , , 32
2017/9/20, , , , , , , 42
2017/9/21, , , , , , , 101
2017/9/22, , , , , , , 58
2017/9/23, , , , , , , 70
2017/9/24, , , , , , , 105
2017/9/25, , , , , , , 106
2017/9/26, , , , , , , 36
2017/9/27, , , , , , , 51
2017/9/28, , , , , , , 52
2017/9/29, , , , , , , 76
2017/9/30, , , , , , , 155
2017/4/1, , , , , , , 51
2017/4/2, , , , , , , 106
2017/4/3, , , , , , , 134
2017/4/4, , , , , , , 121
2017/4/5, , , , , , , 80
2017/4/6, , , , , , , 111
2017/4/7, , , , , , , 112
2017/4/8, , , , , , , 126
2017/4/9, , , , , , , 88
2017/4/10, , , , , , , 75
2017/4/11, , , , , , , 84
2017/4/12, , , , , , , 72
2017/4/13, , , , , , , 86
2017/4/14, , , , , , , 70
2017/4/15, , , , , , , 66
2017/4/16, , , , , , , 103
2017/4/17, , , , , , , 173
2017/4/18, , , , , , , 60
2017/4/19, , , , , , , 83
2017/4/20, , , , , , , 81
2017/4/21, , , , , , , 54
2017/4/22, , , , , , , 83
2017/4/23, , , , , , , 57
2017/4/24, , , , , , , 77
2017/4/25, , , , , , , 56
2017/4/26, , , , , , , 57
2017/4/27, , , , , , , 53
2017/4/28, , , , , , , 66
2017/4/29, , , , , , , 95
2017/4/30, , , , , , , 100
2017/5/1, , , , , , , 79
2017/5/2, , , , , , , 90
2017/5/3, , , , , , , 104
2017/5/4, , , , , , , 204
2017/5/5, , , , , , , 263
2017/5/6, , , , , , , 184
2017/5/7, , , , , , , 124
2017/5/8, , , , , , , 105
2017/5/9, , , , , , , 63
2017/5/10, , , , , , , 76
2017/5/11, , , , , , , 86
2017/5/12, , , , , , , 81
2017/5/13, , , , , , , 69
2017/5/14, , , , , , , 55
2017/5/15, , , , , , , 59
2017/5/16, , , , , , , 72
2017/5/17, , , , , , , 107
2017/5/18, , , , , , , 133
2017/5/19, , , , , , , 124
2017/5/20, , , , , , , 97
2017/5/21, , , , , , , 97
2017/5/22, , , , , , , 75
2017/5/23, , , , , , , 53
2017/5/24, , , , , , , 49
2017/5/25, , , , , , , 49
2017/5/26, , , , , , , 60
2017/5/27, , , , , , , 106
2017/5/28, , , , , , , 141
2017/5/29, , , , , , , 66
2017/5/30, , , , , , , 74
2017/5/31, , , , , , , 101
2017/6/1, , , , , , , 76
2017/6/2, , , , , , , 44
2017/6/3, , , , , , , 52
2017/6/4, , , , , , , 91
2017/6/5, , , , , , , 108
2017/6/6, , , , , , , 43
2017/6/7, , , , , , , 83
2017/6/8, , , , , , , 52
2017/6/9, , , , , , , 61
2017/6/10, , , , , , , 44
2017/6/11, , , , , , , 67
2017/6/12, , , , , , , 86
2017/6/13, , , , , , , 48
2017/6/14, , , , , , , 76
2017/6/15, , , , , , , 80
2017/6/16, , , , , , , 115
2017/6/17, , , , , , , 129
2017/6/18, , , , , , , 109
2017/6/19, , , , , , , 106
2017/6/20, , , , , , , 61
2017/6/21, , , , , , , 91
2017/6/22, , , , , , , 67
2017/6/23, , , , , , , 61
2017/6/24, , , , , , , 32
2017/6/25, , , , , , , 58
2017/6/26, , , , , , , 45
2017/6/27, , , , , , , 110
2017/6/28, , , , , , , 111
2017/6/29, , , , , , , 73
2017/6/30, , , , , , , 95
2017/1/2, , , , , , , 261
2017/1/3, , , , , , , 295
2017/1/4, , , , , , , 283
2017/1/5, , , , , , , 168
2017/1/6, , , , , , , 204
2017/1/7, , , , , , , 186
2017/1/8, , , , , , , 115
2017/1/9, , , , , , , 105
2017/1/10, , , , , , , 111
2017/1/11, , , , , , , 186
2017/1/12, , , , , , , 191
2017/1/13, , , , , , , 58
2017/1/14, , , , , , , 54
2017/1/15, , , , , , , 68
2017/1/16, , , , , , , 89
2017/1/17, , , , , , , 131
2017/1/18, , , , , , , 117
2017/1/19, , , , , , , 87
2017/1/20, , , , , , , 58
2017/1/21, , , , , , , 86
2017/1/22, , , , , , , 95
2017/1/23, , , , , , , 86
2017/1/24, , , , , , , 117
2017/1/25, , , , , , , 212
2017/1/26, , , , , , , 190
2017/1/27, , , , , , , 112
2017/1/28, , , , , , , 322
2017/1/29, , , , , , , 74
2017/1/30, , , , , , , 70
2017/1/31, , , , , , , 118
2017/2/1, , , , , , , 70
2017/2/2, , , , , , , 169
2017/2/3, , , , , , , 240
2017/2/4, , , , , , , 296
2017/2/5, , , , , , , 166
2017/2/6, , , , , , , 44
2017/2/7, , , , , , , 92
2017/2/8, , , , , , , 62
2017/2/9, , , , , , , 32
2017/2/10, , , , , , , 42
2017/2/11, , , , , , , 145
2017/2/12, , , , , , , 182
2017/2/13, , , , , , , 129
2017/2/14, , , , , , , 166
2017/2/15, , , , , , , 204
2017/2/16, , , , , , , 122
2017/2/17, , , , , , , 64
2017/2/18, , , , , , , 127
2017/2/19, , , , , , , 137
2017/2/20, , , , , , , 42
2017/2/21, , , , , , , 95
2017/3/18, , , , , , , 148
2017/3/19, , , , , , , 180
2017/3/20, , , , , , , 116
2017/3/21, , , , , , , 72
2017/3/22, , , , , , , 136
2017/3/23, , , , , , , 128
2017/3/24, , , , , , , 36
2017/3/25, , , , , , , 58
2017/3/26, , , , , , , 36
2017/3/27, , , , , , , 35
2017/3/28, , , , , , , 64
2017/3/29, , , , , , , 110
2017/3/30, , , , , , , 106
2017/3/31, , , , , , , 64